game_date,game_pk,away_team,home_team,game_type,game_year,sv_id,batter,pitcher,stand,p_throws,events,des,description,type,hit_location,bb_type,balls,strikes,outs_when_up,inning,inning_topbot,pitch_type,plate_x,plate_z,zone,hc_x,hc_y,hit_distance_sc,launch_speed_angle,pitch_name,on_3b,on_2b,on_1b,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,at_bat_number,pitch_number,away_score,home_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,role_key,pitch_number_appearance,pitcher_at_bat_number,times_faced
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-19,Avery Tuck,Alex Springer,L,R,strikeout,Avery Tuck putout (strike out) for out number 1,called_strike,S,2,,1,2,0,3,Top,,,,,,,,,,,,Domenico Morea,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,19,4,0,2,0,2,0,2,0,2,,,,,,SP,26,9,1
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-20,Canice Ejoh,Alex Springer,R,R,,"Canice Ejoh advances to 1st (single to left field), Domenico Morea advances to 2nd",ball,B,,,0,0,1,3,Top,,,,,,,,,,,,Domenico Morea,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,20,1,0,2,0,2,0,2,0,2,,,,,,SP,27,10,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-20,Canice Ejoh,Alex Springer,R,R,,"Canice Ejoh advances to 1st (single to left field), Domenico Morea advances to 2nd",ball,B,,,1,0,1,3,Top,,,,,,,,,,,,Domenico Morea,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,20,2,0,2,0,2,0,2,0,2,,,,,,SP,28,10,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-20,Canice Ejoh,Alex Springer,R,R,,"Canice Ejoh advances to 1st (single to left field), Domenico Morea advances to 2nd",foul,S,,,2,0,1,3,Top,,,,,,,,,,,,Domenico Morea,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,20,3,0,2,0,2,0,2,0,2,,,,,,SP,29,10,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-20,Canice Ejoh,Alex Springer,R,R,,"Canice Ejoh advances to 1st (single to left field), Domenico Morea advances to 2nd",ball,B,,,2,1,1,3,Top,,,,,,,,,,,,Domenico Morea,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,20,4,0,2,0,2,0,2,0,2,,,,,,SP,30,10,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-20,Canice Ejoh,Alex Springer,R,R,,"Canice Ejoh advances to 1st (single to left field), Domenico Morea advances to 2nd",called_strike,S,,,3,1,1,3,Top,,,,,,,,,,,,Domenico Morea,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,20,5,0,2,0,2,0,2,0,2,,,,,,SP,31,10,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-20,Canice Ejoh,Alex Springer,R,R,,"Canice Ejoh advances to 1st (single to left field), Domenico Morea advances to 2nd",foul,S,,,3,2,1,3,Top,,,,,,,,,,,,Domenico Morea,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,20,6,0,2,0,2,0,2,0,2,,,,,,SP,32,10,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-20,Canice Ejoh,Alex Springer,R,R,single,"Canice Ejoh advances to 1st (single to left field), Domenico Morea advances to 2nd",hit_into_play,X,7,line_drive,3,2,1,3,Top,,,,,,,,,,,,Domenico Morea,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,20,7,0,2,0,2,0,2,0,2,,,,,,SP,33,10,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-21,Adam Odd,Alex Springer,L,R,,"Canice Ejoh putout (4-6) for out number 2, Adam Odd putout (4-6-3 DP) for out number 3",ball,B,,,0,0,1,3,Top,,,,,,,,,,,Domenico Morea,Canice Ejoh,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,21,1,0,2,0,2,0,2,0,2,,,,,,SP,34,11,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-21,Adam Odd,Alex Springer,L,R,,"Canice Ejoh putout (4-6) for out number 2, Adam Odd putout (4-6-3 DP) for out number 3",ball,B,,,1,0,1,3,Top,,,,,,,,,,,Domenico Morea,Canice Ejoh,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,21,2,0,2,0,2,0,2,0,2,,,,,,SP,35,11,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-21,Adam Odd,Alex Springer,L,R,,"Canice Ejoh putout (4-6) for out number 2, Adam Odd putout (4-6-3 DP) for out number 3",called_strike,S,,,2,0,1,3,Top,,,,,,,,,,,Domenico Morea,Canice Ejoh,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,21,3,0,2,0,2,0,2,0,2,,,,,,SP,36,11,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-21,Adam Odd,Alex Springer,L,R,grounded_into_double_play,"Canice Ejoh putout (4-6) for out number 2, Adam Odd putout (4-6-3 DP) for out number 3",hit_into_play,X,4,ground_ball,2,1,1,3,Top,,,,,,,,,,,Domenico Morea,Canice Ejoh,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,21,4,0,2,0,2,0,2,0,2,,,,,,SP,37,11,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-22,Byron Reichstein,Juan Benitez,R,R,,Byron Reichstein putout (fly out to the third baseman) for out number 1,called_strike,S,,,0,0,0,3,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,22,1,0,2,2,0,0,2,2,0,,,,,,SP,33,11,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-22,Byron Reichstein,Juan Benitez,R,R,,Byron Reichstein putout (fly out to the third baseman) for out number 1,foul,S,,,0,1,0,3,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,22,2,0,2,2,0,0,2,2,0,,,,,,SP,34,11,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-22,Byron Reichstein,Juan Benitez,R,R,,Byron Reichstein putout (fly out to the third baseman) for out number 1,ball,B,,,0,2,0,3,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,22,3,0,2,2,0,0,2,2,0,,,,,,SP,35,11,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-22,Byron Reichstein,Juan Benitez,R,R,,Byron Reichstein putout (fly out to the third baseman) for out number 1,ball,B,,,1,2,0,3,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,22,4,0,2,2,0,0,2,2,0,,,,,,SP,36,11,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-22,Byron Reichstein,Juan Benitez,R,R,,Byron Reichstein putout (fly out to the third baseman) for out number 1,ball,B,,,2,2,0,3,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,22,5,0,2,2,0,0,2,2,0,,,,,,SP,37,11,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-22,Byron Reichstein,Juan Benitez,R,R,field_out,Byron Reichstein putout (fly out to the third baseman) for out number 1,hit_into_play,X,5,popup,3,2,0,3,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,22,6,0,2,2,0,0,2,2,0,,,,,,SP,38,11,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-23,Starling Joseph,Juan Benitez,R,R,,Starling Joseph Scores Earned (home run),ball,B,,,0,0,1,3,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,23,1,0,2,2,0,0,3,3,0,,,,,,SP,39,12,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-23,Starling Joseph,Juan Benitez,R,R,,Starling Joseph Scores Earned (home run),ball,B,,,1,0,1,3,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,23,2,0,2,2,0,0,3,3,0,,,,,,SP,40,12,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-23,Starling Joseph,Juan Benitez,R,R,,Starling Joseph Scores Earned (home run),foul,S,,,2,0,1,3,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,23,3,0,2,2,0,0,3,3,0,,,,,,SP,41,12,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-23,Starling Joseph,Juan Benitez,R,R,,Starling Joseph Scores Earned (home run),swinging_strike,S,,,2,1,1,3,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,23,4,0,2,2,0,0,3,3,0,,,,,,SP,42,12,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-23,Starling Joseph,Juan Benitez,R,R,,Starling Joseph Scores Earned (home run),ball,B,,,2,2,1,3,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,23,5,0,2,2,0,0,3,3,0,,,,,,SP,43,12,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-23,Starling Joseph,Juan Benitez,R,R,home_run,Starling Joseph Scores Earned (home run),hit_into_play,X,,fly_ball,3,2,1,3,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,23,6,0,2,2,0,0,3,3,0,,,,,,SP,44,12,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-24,Cleveland Brownlee,Juan Benitez,R,R,field_out,Cleveland Brownlee putout (fly out to right field) for out number 2,hit_into_play,X,9,fly_ball,0,0,1,3,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,24,1,0,3,3,0,0,3,3,0,,,,,,SP,45,13,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-25,Tommy Reyes-Cruz,Juan Benitez,L,R,,Tommy Reyes-Cruz putout (3-1) for out number 3,ball,B,,,0,0,2,3,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,25,1,0,3,3,0,0,3,3,0,,,,,,SP,46,14,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-25,Tommy Reyes-Cruz,Juan Benitez,L,R,,Tommy Reyes-Cruz putout (3-1) for out number 3,foul,S,,,1,0,2,3,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,25,2,0,3,3,0,0,3,3,0,,,,,,SP,47,14,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-25,Tommy Reyes-Cruz,Juan Benitez,L,R,,Tommy Reyes-Cruz putout (3-1) for out number 3,swinging_strike,S,,,1,1,2,3,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,25,3,0,3,3,0,0,3,3,0,,,,,,SP,48,14,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-25,Tommy Reyes-Cruz,Juan Benitez,L,R,,Tommy Reyes-Cruz putout (3-1) for out number 3,ball,B,,,1,2,2,3,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,25,4,0,3,3,0,0,3,3,0,,,,,,SP,49,14,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-25,Tommy Reyes-Cruz,Juan Benitez,L,R,field_out,Tommy Reyes-Cruz putout (3-1) for out number 3,hit_into_play,X,3,ground_ball,2,2,2,3,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,25,5,0,3,3,0,0,3,3,0,,,,,,SP,50,14,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-26,Starlin Rodriguez,Alex Springer,R,R,,Starlin Rodriguez putout (6-3) for out number 1,called_strike,S,,,0,0,0,4,Top,,,,,,,,,,,,,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,26,1,0,3,0,3,0,3,0,3,,,,,,SP,38,12,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-26,Starlin Rodriguez,Alex Springer,R,R,field_out,Starlin Rodriguez putout (6-3) for out number 1,hit_into_play,X,6,ground_ball,0,1,0,4,Top,,,,,,,,,,,,,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,26,2,0,3,0,3,0,3,0,3,,,,,,SP,39,12,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-27,Ryan Rijo,Alex Springer,L,R,single,Ryan Rijo advances to 1st (single to right field),hit_into_play,X,9,line_drive,0,0,1,4,Top,,,,,,,,,,,,,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,27,1,0,3,0,3,0,3,0,3,,,,,,SP,40,13,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-28,Royce Ando,Alex Springer,R,R,double,"Royce Ando advances to 2nd (double to right field), Ryan Rijo advances to 3rd",hit_into_play,X,9,line_drive,0,0,1,4,Top,,,,,,,,,,,,Ryan Rijo,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,28,1,0,3,0,3,0,3,0,3,,,,,,SP,41,14,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-29,Hayden Jaco,Alex Springer,R,R,,"Hayden Jaco advances to 1st (single to left field), Ryan Rijo Scores Earned, Royce Ando Scores Earned",ball,B,,,0,0,1,4,Top,,,,,,,,,,Ryan Rijo,Royce Ando,,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,29,1,0,3,0,3,2,3,2,3,,,,,,SP,42,15,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-29,Hayden Jaco,Alex Springer,R,R,,"Hayden Jaco advances to 1st (single to left field), Ryan Rijo Scores Earned, Royce Ando Scores Earned",swinging_strike,S,,,1,0,1,4,Top,,,,,,,,,,Ryan Rijo,Royce Ando,,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,29,2,0,3,0,3,2,3,2,3,,,,,,SP,43,15,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-29,Hayden Jaco,Alex Springer,R,R,single,"Hayden Jaco advances to 1st (single to left field), Ryan Rijo Scores Earned, Royce Ando Scores Earned",hit_into_play,X,7,line_drive,1,1,1,4,Top,,,,,,,,,,Ryan Rijo,Royce Ando,,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,29,3,0,3,0,3,2,3,2,3,,,,,,SP,44,15,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-30,Carson Burns,Alex Springer,L,R,field_error,"Carson Burns advances to 1st (error by the second baseman), Carson Burns advances to 2nd, Hayden Jaco advances to 3rd",hit_into_play,X,4,ground_ball,0,0,1,4,Top,,,,,,,,,,,,Hayden Jaco,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,30,1,2,3,2,3,2,3,2,3,,,,,,SP,45,16,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-31,Domenico Morea,Alex Springer,L,R,,Domenico Morea putout (strike out) for out number 2,called_strike,S,,,0,0,1,4,Top,,,,,,,,,,Hayden Jaco,Carson Burns,,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,31,1,2,3,2,3,2,3,2,3,,,,,,SP,46,17,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-31,Domenico Morea,Alex Springer,L,R,,Domenico Morea putout (strike out) for out number 2,foul,S,,,0,1,1,4,Top,,,,,,,,,,Hayden Jaco,Carson Burns,,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,31,2,2,3,2,3,2,3,2,3,,,,,,SP,47,17,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-31,Domenico Morea,Alex Springer,L,R,,Domenico Morea putout (strike out) for out number 2,foul,S,,,0,2,1,4,Top,,,,,,,,,,Hayden Jaco,Carson Burns,,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,31,3,2,3,2,3,2,3,2,3,,,,,,SP,48,17,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-31,Domenico Morea,Alex Springer,L,R,,Domenico Morea putout (strike out) for out number 2,foul,S,,,0,2,1,4,Top,,,,,,,,,,Hayden Jaco,Carson Burns,,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,31,4,2,3,2,3,2,3,2,3,,,,,,SP,49,17,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-31,Domenico Morea,Alex Springer,L,R,,Domenico Morea putout (strike out) for out number 2,ball,B,,,0,2,1,4,Top,,,,,,,,,,Hayden Jaco,Carson Burns,,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,31,5,2,3,2,3,2,3,2,3,,,,,,SP,50,17,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-31,Domenico Morea,Alex Springer,L,R,,Domenico Morea putout (strike out) for out number 2,foul,S,,,1,2,1,4,Top,,,,,,,,,,Hayden Jaco,Carson Burns,,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,31,6,2,3,2,3,2,3,2,3,,,,,,SP,51,17,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-31,Domenico Morea,Alex Springer,L,R,strikeout,Domenico Morea putout (strike out) for out number 2,called_strike,S,2,,1,2,1,4,Top,,,,,,,,,,Hayden Jaco,Carson Burns,,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,31,7,2,3,2,3,2,3,2,3,,,,,,SP,52,17,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-32,Avery Tuck,Alex Springer,L,R,,Avery Tuck putout (3) for out number 3,foul,S,,,0,0,2,4,Top,,,,,,,,,,Hayden Jaco,Carson Burns,,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,32,1,2,3,2,3,2,3,2,3,,,,,,SP,53,18,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-32,Avery Tuck,Alex Springer,L,R,field_out,Avery Tuck putout (3) for out number 3,hit_into_play,X,3,ground_ball,0,1,2,4,Top,,,,,,,,,,Hayden Jaco,Carson Burns,,Brad Verhoeven,Kayne McGee,Brett Graham,Daniel Battel,Tommy Reyes-Cruz,Starling Joseph,Andrew Lawrence,Byron Reichstein,32,2,2,3,2,3,2,3,2,3,,,,,,SP,54,18,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-33,Kayne McGee,Juan Benitez,L,R,,Kayne McGee Scores Earned (home run),called_strike,S,,,0,0,0,4,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,33,1,2,3,3,2,2,4,4,2,,,,,,SP,51,15,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-33,Kayne McGee,Juan Benitez,L,R,home_run,Kayne McGee Scores Earned (home run),hit_into_play,X,,fly_ball,0,1,0,4,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,33,2,2,3,3,2,2,4,4,2,,,,,,SP,52,15,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-34,Brett Graham,Juan Benitez,R,R,,Brett Graham putout (fly out to center field) for out number 1,ball,B,,,0,0,0,4,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,34,1,2,4,4,2,2,4,4,2,,,,,,SP,53,16,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-34,Brett Graham,Juan Benitez,R,R,field_out,Brett Graham putout (fly out to center field) for out number 1,hit_into_play,X,8,fly_ball,1,0,0,4,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,34,2,2,4,4,2,2,4,4,2,,,,,,SP,54,16,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-35,Daniel Battel,Juan Benitez,L,R,,Daniel Battel advances to 1st (single to center field),called_strike,S,,,0,0,1,4,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,35,1,2,4,4,2,2,4,4,2,,,,,,SP,55,17,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-35,Daniel Battel,Juan Benitez,L,R,,Daniel Battel advances to 1st (single to center field),ball,B,,,0,1,1,4,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,35,2,2,4,4,2,2,4,4,2,,,,,,SP,56,17,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-35,Daniel Battel,Juan Benitez,L,R,single,Daniel Battel advances to 1st (single to center field),hit_into_play,X,8,line_drive,1,1,1,4,Bot,,,,,,,,,,,,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,35,3,2,4,4,2,2,4,4,2,,,,,,SP,57,17,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-36,Brad Verhoeven,Juan Benitez,R,R,,"Brad Verhoeven advances to 1st (single to center field), Brad Verhoeven advances to 2nd (e8), Daniel Battel advances to 3rd (error by the center fielder), Daniel Battel Scores Earned",foul,S,,,0,0,1,4,Bot,,,,,,,,,,,,Daniel Battel,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,36,1,2,4,4,2,2,5,5,2,,,,,,SP,58,18,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-36,Brad Verhoeven,Juan Benitez,R,R,single,"Brad Verhoeven advances to 1st (single to center field), Brad Verhoeven advances to 2nd (e8), Daniel Battel advances to 3rd (error by the center fielder), Daniel Battel Scores Earned",hit_into_play,X,8,line_drive,0,1,1,4,Bot,,,,,,,,,,,,Daniel Battel,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,36,2,2,4,4,2,2,5,5,2,,,,,,SP,59,18,2
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-37,Andrew Lawrence,Juan Benitez,R,R,single,"Andrew Lawrence advances to 1st (single to shortstop), Andrew Lawrence advances to 2nd (e6), Brad Verhoeven advances to 3rd, Brad Verhoeven Scores Unearned (error by the shortstop)",hit_into_play,X,6,ground_ball,0,0,1,4,Bot,,,,,,,,,,,Brad Verhoeven,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,37,1,2,5,5,2,2,6,6,2,,,,,,SP,60,19,3
2023-08-18,20230818BARLON1,BAR,LON,R,2023,20230818BARLON1-38,Byron Reichstein,Juan Benitez,R,R,,Byron Reichstein putout (dropped 3rd strike: KS 2-3) for out number 2,called_strike,S,,,0,0,1,4,Bot,,,,,,,,,,,Andrew Lawrence,,Hayden Jaco,Domenico Morea,Royce Ando,Adam Odd,Carson Burns,Starlin Rodriguez,Canice Ejoh,Avery Tuck,38,1,2,6,6,2,2,6,6,2,,,,,,SP,61,20,3
